x1,x2,eval,fitness
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
0,0,0.0,1000.0
